country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
Mali,172.22672106650117,23.0841542117326,4.577388396864089,39.759036596631276,2071.7911025765648,4.3017082106425715,60.39462324717329,6.942494091234302,681.4374143389351,2010
Mali,173.12902011704898,23.21737767919268,4.6181899340892585,41.371319040995886,2171.753889519911,4.29975717105785,62.247818579616215,6.636451441208997,713.0921010040364,2011
Mali,179.2886917549927,22.421433782194523,4.672157561508082,43.03250624698043,2159.8674104123875,4.255301244844436,64.67673154745921,6.778691852386253,715.2357079900894,2012
Mali,184.4145602731431,22.215244918598085,4.5571823262134314,43.140685918774196,2092.693210924869,4.266344407444125,65.28743814983828,6.786571712951485,732.7466283995946,2013
Mali,175.26462007402353,21.463366599506664,4.658387755892257,45.06285995972574,2176.3553424192473,4.173181242975533,66.31784134674207,6.566984395628084,716.109658361518,2014
Mali,168.8445049978505,22.173744584460152,4.653815480096313,44.11521386397352,2197.46113461283,4.086843440116877,63.4850231242296,6.612329369207726,732.3494797197189,2015
Mali,165.8105269846928,22.957880106905524,4.4407679959855555,42.173685285218355,2297.0834769756457,4.096182002861294,61.167656392064444,6.330880892164727,731.7772206628143,2016
Mali,172.96232745947356,23.46455048097602,4.395678065963251,42.4772109979485,2411.419268173683,4.051368689365028,60.30775045793864,6.227329316406374,747.6320706903849,2017
Mali,181.3811610885069,22.405708310820938,4.466108581751299,41.97349574599078,2412.9193490068155,4.137354530355101,59.60332740421447,6.520707715158282,741.2205231330248,2018
Mali,174.4685594482234,22.231499263893813,4.635722835202029,43.0473569605894,2478.8731807074105,4.314205082813096,60.31784534421115,6.683850477944439,724.8272785485528,2019
Mali,176.55565465645202,22.820824740675686,4.433111880331257,44.05636148577223,2481.1012050740746,4.2192330752634595,59.468305288300705,6.878573432372153,757.0967521973233,2020
Mali,170.45443922185743,22.55398256510157,4.362535882901511,42.251118800894034,2597.149409245763,4.189472699255545,59.836420740807895,6.604423686297223,779.5268043708628,2021
Mali,174.9843659454446,22.362267599419294,4.405407505486714,42.32424290023049,2557.4480698493117,4.274990059123782,59.11312524914906,6.8528544387937185,805.1864519931581,2022
Mali,172.4479408931514,22.367861032510486,4.361979904412356,42.0036366152312,2595.8576969976666,4.397611588710189,61.18973865426362,6.705034078285208,776.3450758032819,2023
Malta,6.732363705292533,147.1066357139784,8.903204174381004,157.3335859667318,28951.78868168788,4.004241095606675,82.63271859976719,1.405193437944233,20597.24258425983,2001
Malta,7.0590477446581295,151.8404625588084,8.824077259083717,162.38117623830198,28520.5371902552,3.9940656916172093,82.23579955101766,1.426119983545549,21428.621322617204,2002
Malta,7.038692833455213,154.0365116496869,9.207565612149352,166.13008637124176,29812.2928515969,4.0821058804650505,81.63900271382778,1.3578655954663585,20922.919017189957,2003
Malta,6.939965049054963,150.8564864090283,9.472663453007563,170.1262131140926,29849.690955278285,4.2227761931817325,85.11403370816443,1.394825162800918,20644.14406648886,2004
Malta,7.200992139389629,153.7495774295463,9.041891476458702,174.78658697549676,30727.566916000116,4.165819971193189,81.55383718081421,1.3762471741477837,20675.086715533464,2005
Malta,7.206881937873856,154.34233268118302,8.635802534966334,183.3248310369686,31865.485013861446,4.136815096559787,82.06451972492562,1.4199699230038494,20065.107924251424,2006
Malta,6.968843071302723,153.5089718918374,8.492439326639031,186.68585243302095,31618.75059584606,4.257138243428275,85.05940474674937,1.3872574409461367,19177.271651429484,2007
Malta,6.990859912148329,147.87904605738737,8.361228456149853,178.85045066322152,31750.95707787621,4.120081325214952,86.73563988719435,1.3926811466868076,19026.70838839068,2008
Malta,6.813047759205024,142.8493554998037,8.050697490833231,181.3329510909412,32108.271131270638,4.27876153037022,88.57491709017933,1.4460923016207508,18514.700003965398,2009
Malta,6.961372567817573,137.69551519878462,8.32776361028996,176.02997116159406,31684.60643533518,4.296275419121595,92.51230348595689,1.4996745544392627,18749.161411386536,2010
Malta,6.853010499606967,132.14015014941668,8.649120670823423,176.11209133846316,32963.527569087935,4.467121951188622,96.34095842232381,1.5469048109801866,18345.3975325016,2011
Malta,6.8391128066474876,128.16286377136362,9.071005679092577,175.0594552818194,31783.25559935153,4.520257385558249,93.50411874208861,1.597488576394948,17911.829963408043,2012
Malta,7.136137137380384,121.83402071299525,8.908388432318228,166.37375676659693,31522.923137934195,4.519585169603887,88.90313448061586,1.5696956554856671,17808.096318467946,2013
Malta,7.230377890424915,121.82189884922312,8.709513154866679,174.39698230997246,32610.958002732517,4.439376083568687,91.38724982754287,1.506217094451724,18265.75518694729,2014
Malta,6.8966287545062945,121.36274627723536,8.429330805603586,181.87329250047247,33088.4223169844,4.225952918259483,94.75232469194924,1.4926035010507495,18037.037683839935,2015
Malta,7.128327400305722,115.87541276730435,8.515546931749563,177.54993036233338,31467.312805005648,4.106343601994336,93.41316889708547,1.5589854713270181,18148.68859615849,2016
Malta,7.267762348434111,118.4072025010953,8.46211006592592,177.0754445152,31306.00475511078,4.071231184283541,88.85457080698122,1.5127620387723641,18286.974084971527,2017
Malta,7.426073612258387,123.5220586173904,8.360691063281008,177.10888812192306,31723.658686474493,3.986959589585625,87.18021939536737,1.549055220398471,19172.816153813557,2018
Malta,7.502601174519869,126.13720124353577,8.45918139917948,179.75767838671547,32797.03055948669,3.815149545049027,87.27097767323635,1.477305573634137,19782.9577147572,2019
Malta,7.135493286462493,122.8807147929352,8.675550474084698,185.06471759445603,33114.659718274874,3.891635105788694,86.86090813930491,1.4772074570732225,19542.16930807388,2020
Malta,6.79698196633508,122.83052572208528,8.652204587247796,190.97280119460092,31535.46426040462,3.7041617297853535,86.79034045531738,1.513174605525502,19469.035735630954,2021
Malta,6.89775434079877,122.88193888897365,8.305745485798772,198.86483616438227,30722.88486041523,3.690993125503443,88.07255744701028,1.4662210253605514,19181.525376526628,2022
Malta,6.632885956482907,120.75147834990375,8.600417178726381,202.22967475867458,32135.762038973506,3.8064864375347867,86.90583902775576,1.53492695228681,18552.101975534268,2023
Mauritania,98.96189984836602,52.50895066448231,4.327483998809457,63.93663769484357,3312.325432762841,18.223457786690577,69.05600881873072,4.860653276798247,1159.0458324852243,2001
Mauritania,101.10830454627224,53.74339807851423,4.423764977173297,66.57414262219264,3293.5548421184167,17.760777517858273,66.3982263328218,4.62390435839022,1141.6286861952478,2002
Mauritania,104.65132911093019,53.62042310014081,4.251646560300754,66.13751442786246,3438.023456443815,17.325714323557992,68.27217316504976,4.7818281254831465,1135.4496736565166,2003
Mauritania,101.31645484620987,52.09245536596749,4.124721403489277,63.50424042035002,3421.6184430847907,17.142033238110105,67.24147135337509,4.835427231491522,1112.3927216927011,2004
Mauritania,104.16726893949951,53.7222515081153,4.268983895763352,60.77910567188872,3574.00518648146,17.596290064242577,68.89327493926586,5.039876047288477,1060.6770562637748,2005
Mauritania,104.25865365005437,52.303584394137914,4.065544367545141,59.31514023781937,3749.3612361268133,17.736957043413824,66.25898003557374,5.286318071692144,1045.5915370049763,2006
Mauritania,99.26891898495347,50.873965348157306,3.966968247960002,60.1824108981791,3890.049170649258,17.080101773073217,65.07446857214593,5.119648335426607,1059.1835270563943,2007
Mauritania,97.96988682519948,52.18915308704614,4.151590463942863,60.67576419611653,3963.457971413942,16.374641907401593,62.780110968756915,4.890533779734801,1006.6379858593157,2008
Mauritania,96.56004935786491,53.20639105755185,4.255221546386402,58.76210571889515,3921.0836814807703,15.89799766339222,64.76589424291738,4.826655220077603,1002.4077910591209,2009
Mauritania,97.61880056599023,53.16502153328899,4.141434755848529,60.34425714119288,3885.3091229918577,15.911715515162376,64.86562782400846,4.69558975499909,1037.3822457869092,2010
Mauritania,99.10150765108274,52.22435706230235,4.11785572872094,61.61891956746169,4018.0693335217006,16.579748760449878,63.105744112116355,4.698948943071248,1003.0747394286029,2011
Mauritania,103.36126708469345,54.24838616477612,3.979911330131858,60.50938064566011,3961.7416041943998,17.018185439934577,64.82476877560332,4.572562565835868,998.9212143543361,2012
Mauritania,107.07740898551889,53.292605271624836,4.0186279683827655,61.22222408990045,3908.4303477571416,17.3310554282811,66.74791792697532,4.760054922286208,957.6996876209275,2013
Mauritania,108.98191019734273,55.5750685205434,4.170283612203492,61.433093649739284,3719.0499039689416,16.766399322958904,69.52156163416988,4.973698746283781,987.4540406072624,2014
Mauritania,111.16076017415921,54.3744987709153,4.228695221413223,62.760211381398065,3826.6368314348006,17.391745117447112,71.50720962930396,5.2198129488562985,962.7377547656704,2015
Mauritania,108.3984562208368,53.70824964209216,4.196598931607115,62.045999352843495,4015.3562132133757,17.255617884479015,70.72978449343839,5.4718152103060715,935.424866189674,2016
Mauritania,106.26321681894251,54.20183185072679,3.9872474515953042,62.840509458598824,3849.5224763864076,16.577293513805856,69.01312166493041,5.269118061022194,956.2747830891019,2017
Mauritania,106.04799393940614,56.43142809422118,3.8082297760272454,62.14567766289799,3827.8307382361513,15.839743520785996,68.333440884128,5.5080735984104905,963.1260745162648,2018
Mauritania,108.21514868653566,54.95812505997842,3.742562958722216,62.80957613227786,3868.1436552132045,16.025574555188044,66.25378942916711,5.653502194640597,944.4621689112863,2019
Mauritania,104.34059133497028,55.71815081413471,3.7709802652863207,64.71370333813799,3894.821341395649,15.725718714247149,68.32139832275115,5.584177440680401,927.4299733110989,2020
Mauritania,103.61643604485597,57.56201345257814,3.6805786157945257,67.7506223378671,4011.9467128106116,16.352363695462046,69.34320368536858,5.352719365961792,889.547407827901,2021
Mauritania,102.81497589127255,58.44692374189509,3.645621302334101,69.707115680282,4169.325280287271,15.729613492494058,70.06602987454366,5.520968176872468,907.086175068495,2022
Mauritania,104.30557350115592,56.08247077211938,3.4665460830837866,71.54608832416677,4211.901941019655,15.051100503691599,73.1674723862047,5.388615227116885,948.7371289070503,2023
Mauritius,15.655121656230648,52.82799647429354,5.984655339371888,59.357378468432834,15539.903335166935,1.151052415911274,71.54505538770228,1.510872496193537,8134.646582120406,2001
Mauritius,15.863848329789088,51.68379127363495,6.023659356059113,61.00790940801579,15794.782364666089,1.1580322047219513,72.35817721644571,1.4903068667369255,8013.703618443019,2002
Mauritius,16.39910624780299,49.591095030205864,6.069350898727076,60.724027482562505,15201.065006600777,1.1072719252025027,75.29834082421016,1.4882348280617042,7825.520120902255,2003
Mauritius,17.153172554565003,48.027216943203555,6.1557265331079645,62.3635304964729,15305.417633865094,1.1429749188020992,75.31628385082796,1.5553862847805402,8161.41890380844,2004
Mauritius,17.850654849118275,47.899780425215404,5.870391046994801,59.808658134413854,15765.462268094794,1.1585881141020469,76.90775574193287,1.6217238703295576,7765.506029785756,2005
Mauritius,17.881889213461733,48.56994955272671,6.127326961528411,62.421969783129626,15892.344853712406,1.1881105352365935,78.5702945768163,1.5477909380124137,7665.18961637172,2006
Mauritius,17.110764463117746,47.077700506898296,6.417882347982335,65.25216425668516,15699.041728351955,1.2110939774375438,77.70986300204945,1.6016285382401065,7369.935669830229,2007
Mauritius,17.348723560137348,48.93470478283591,6.531063141757132,63.61806434175091,15777.389606930064,1.2592554050773297,80.69928762687331,1.5907628208401976,7486.565523507275,2008
Mauritius,17.930214387276386,48.01758903399625,6.682610139151814,60.70317729159987,15009.809703794826,1.2318262799711386,81.00186025021968,1.6229781247703299,7508.291517680035,2009
Mauritius,18.684422195748077,47.429841440632536,6.626453045354905,58.675931640134415,15427.168404020103,1.2853801664980218,84.96641422726351,1.5527349548425502,7800.8454081181635,2010
Mauritius,17.785066963314044,46.00611739321825,6.940376657334055,56.928494990406854,15385.747315122006,1.2765078410628627,86.21909525473488,1.5456844382340744,7758.422983383667,2011
Mauritius,18.23051785271619,47.79000174069295,6.787931822316019,57.205524272712964,16079.54863144031,1.3198593296716123,85.97448057831251,1.5790055679675792,7803.786950166429,2012
Mauritius,18.053077650380654,45.52741539138065,6.675705618215147,55.989253015895386,16463.152713952877,1.2736224085161068,89.81191340616392,1.5592369967001778,7596.122056866528,2013
Mauritius,17.17307619092358,46.11547216144925,6.432120242751517,56.730372149863115,15903.135925976041,1.2369108425634834,87.59105873427875,1.5979400102901173,7448.846663962232,2014
Mauritius,17.293313673515673,48.346755815913674,6.751706216169663,57.748747073074384,15331.206649507734,1.2505888334357533,83.64982481604281,1.6096775857768788,7638.503285676374,2015
Mauritius,17.602289802566947,46.30994674152189,7.080747827567977,56.63851780503196,15625.307134289207,1.2114840085341168,79.88782075011379,1.6290064090862901,7590.247141191973,2016
Mauritius,17.014104358724357,45.04052225692613,7.188514795450772,55.87017652231771,14998.026091052185,1.160671254573173,82.14477835030134,1.6216853277457317,7456.149345632925,2017
Mauritius,16.912745855785772,43.61212623157129,6.945367338417575,58.23676276477852,14404.1577606291,1.2054580342029853,84.57617218920909,1.578323366050763,7504.881811980342,2018
Mauritius,17.64610604855815,45.35000495734732,6.708298168708036,57.22073326257955,13802.794562848587,1.1672440907122457,82.66598879279815,1.5189395968162078,7378.6932129274355,2019
Mauritius,17.662790046662963,46.172414259703544,6.6785295052887985,55.735077763110084,14476.953782034152,1.1517954929337906,86.69058219675956,1.50108207132573,7308.128423762648,2020
Mauritius,17.91083866265317,48.40589306361019,6.701601752132343,57.621541388522836,13930.161290694394,1.1425546670497295,84.98054843201474,1.4916906371132594,7301.515538374782,2021
Mauritius,17.237548233465233,46.89127544395739,7.004266711273315,58.17877858920929,14416.10354670314,1.1506550645247067,86.40648727750597,1.4607189064450259,7638.150674652445,2022
Mauritius,16.78437633516247,45.078330967228766,6.999105387671183,56.87650010767384,15124.327197321187,1.2073883745592773,89.34130028756395,1.4788050582770702,7746.85190442227,2023
